diagnosis,admissions_count,los,los_avg
CHRONIC OBSTRUCTIVE PULMONARY DISEASE;TRACHEOBRONCHIALMALACIA,1.0,14.0,14.0
CHRONIC OBSTRUCTIVEPULMONARY DISEASE;PLEURAL EFFUSION,1.0,9.0,9.0
CHRONIC OBSTRUVTIVE PULMONARY DISEASE,1.0,8.0,8.0
CHRONIC OSTEOMYELITIS,4.0,23.0,16.0
CHRONIC PANCREATITIS,1.5,13.5,12.25
CHRONIC PANCREATITIS W/ PSEUDOCYST/SDA,1.0,6.0,6.0
CHRONIC PANCREATITIS/SDA,1.1666666666666667,9.0,11.5
CHRONIC PANCREATITIS\ ERCP,1.0,0.0,0.0
CHRONIC PELVIC PAIN/SDA,1.0,4.0,4.0
CHRONIC PELVIC PAIN;EXTENSIVE LYSIS OF ADHESIONS,1.0,6.0,6.0
CHRONIC PERICARDIAL\ REDO AORTIC ROOT/ARCH REPLACEMENT/SDA,2.0,14.0,10.0
CHRONIC PROSTATITIS,1.0,5.0,5.0
CHRONIC RENAL FAILURE,3.185185185185185,9.592592592592593,10.898765432098765
CHRONIC RENAL FAILURE ;KIDNEY PANCREAS TRANSPLANT,1.0,11.0,11.0
CHRONIC RENAL FAILURE-DIABETES MELLITUS,2.0,12.0,8.0
CHRONIC RENAL FAILURE/SDA,2.5757575757575757,7.484848484848484,9.142929292929292
CHRONIC RENAL FAILURE/SDA\TRANSPLANT KIDNEY RECIPIENT ,3.0,51.0,23.0
CHRONIC RENAL FAILURE;HYPERTENSION,1.0,6.0,6.0
CHRONIC RENAL FAILURE;INFECTED AV GRAFT,2.0,6.0,10.0
CHRONIC RENAL FAILURE;LIVER FAILURE,3.0,14.0,22.0
CHRONIC RENAL FAILURE;NAUSEA;UNABLE TO TOLERATE PO'S\REVISION;AV FISTULA; LEFT FOREARM,2.0,19.0,15.5
CHRONIC RENAL FAILURE;OPEN EXPLORATORY LAP,2.0,10.0,15.0
CHRONIC RENAL FAILURE;PANCREATITIS,3.0,14.0,10.666666666666666
CHRONIC RENAL FAILURE\ INSERTION PERMACATH W/C-ARM RIGHT INTERNAL JUGULAR/SDA,1.0,4.0,4.0
CHRONIC RENAL FAILURE\EXCHANGE RIGHT PERMACATH W/C-ARM /SDA,4.0,0.0,9.25
CHRONIC RENAL INSUFFICIENCY;SYMPTOMATIC INTERNAL CAROTID ARTERY\CAROTID ANGIOGRAM,1.0,3.0,3.0
CHRONIC RESPIRATORY FAILURE,4.0,2.0,2.0
CHRONIC RESPIRATORY FAILURE; TRAC OBSTRUCTED AIRWAY,1.0,2.0,2.0
CHRONIC RESPIRATORY FAILURE;AIRWAY OBSTRUCTION,5.0,0.0,34.6
CHRONIC STABLE ANGINA;HYPERTENSION;CORONARY ARTERY DISEASE\CATH,1.0,5.0,5.0
CHRONIC SUBDURAL BLEED,1.0,5.0,5.0
CHRONIC SUBDURAL HEMATOMA,1.0,5.0,5.0
CHRONIC SUBDURAL HEMATOMA/SDA,3.0,3.0,6.25
CHRONIC TYLENOL INGESTION,1.0,2.0,2.0
CHRONIC ULCER LEFT FOOT/SDA,6.0,17.0,10.0
CHRONIC ULCERATIVE COLITIS/SDA,1.0,6.0,6.0
CHRONIC URINARY RETENTION/SDA,5.0,8.0,8.8
"CHRONIC WOUND, RIGHT ABDOMINAL WALL",2.0,6.0,6.5
CHRONS,1.0,16.0,16.0
CHRONS DISEASE,1.0,4.0,4.0
CHYLOTHORAX,7.0,3.0,8.142857142857142
CHYLOUS ASCITES; PANCYTOPENIA,1.0,22.0,22.0
CI BLEED,2.0,21.0,15.0
CIIRRHOSIS; RENAL FAILURE,1.0,20.0,20.0
CIRRHOSIS,1.6774193548387097,19.419354838709676,17.6989247311828
CIRRHOSIS BACTEREMIA;VANCOMYCIN RESISTANT ENTEROCOCCUS;METHICILLIN RESISTANT STAPH AUREUS,5.0,15.0,27.4
CIRRHOSIS FOR TIPSS\TIPSS,1.0,16.0,16.0
CIRRHOSIS GI BLEED,1.0,6.0,6.0
CIRRHOSIS OF LIVER,2.0,4.0,10.5
CIRRHOSIS OF LIVER;RENAL FAILURE,1.0,10.0,10.0
CIRRHOSIS W/ ASCITES\REDO TIPS /SDA,1.0,37.0,37.0
CIRRHOSIS WITH ASCITES\TIPS /SDA,2.0,5.0,3.0
"CIRRHOSIS, BLEEDING ULCER",1.0,3.0,3.0
"CIRRHOSIS, COMMON BILE DUCT STONE",1.0,8.0,8.0
"CIRRHOSIS, HEP C",3.0,7.0,8.666666666666666
"CIRRHOSIS, LIVER LESION/SDA",2.0,6.0,8.5
"CIRRHOSIS,ESOPHAGEAL VARICES",1.0,1.0,1.0
"CIRRHOSIS,FEVER",2.0,52.0,29.0
CIRRHOSIS-ASCITES,1.0,34.0,34.0
CIRRHOSIS-ASCITES-HEPATITIS C,1.0,5.0,5.0
CIRRHOSIS-PORTAL VEIN THROMBOSIS,1.0,4.0,4.0
CIRRHOSIS-VARICEAL BLEED\TIPS,2.0,8.0,4.0
CIRRHOSIS;?SBP,2.0,3.0,18.0
CIRRHOSIS;ABDOMINAL PAIN,1.0,28.0,28.0
CIRRHOSIS;ACUTE RENAL FAILURE,1.0,3.0,3.0
CIRRHOSIS;ASCITES,1.75,13.5,11.0
CIRRHOSIS;ASCITES;CHEST PAIN;TELEMETRY,3.0,29.0,18.333333333333332
CIRRHOSIS;ASCITES;R/O CELLULITIS,1.0,8.0,8.0
CIRRHOSIS;CHRONIC PANCREATITIS,1.0,3.0,3.0
CIRRHOSIS;DIABETIC KETOACIDOSIS;GALLSTANE,2.0,3.0,3.0
CIRRHOSIS;ENCEPHALOPATHY,1.0,56.0,56.0
CIRRHOSIS;ESOPHAGEAL VARICES,3.0,6.0,9.666666666666666
CIRRHOSIS;ETOH WITHDRAWAL,1.0,19.5,19.5
CIRRHOSIS;ETOH WITHDRAWAL;GASTROINTESTINAL BLEED,3.0,3.0,2.6666666666666665
CIRRHOSIS;GASTROINTESTINAL BLEED,2.0,4.0,4.0
CIRRHOSIS;HEPATIC PLEURAL EFFUSION,1.0,19.0,19.0
CIRRHOSIS;HEPATITIS C,1.0,6.0,6.0
CIRRHOSIS;HEPATITIS;HEPATIC ENCEPHALOPATHY,2.0,17.0,8.5
CIRRHOSIS;HYPOTHERMIA;HYPOTENSION,1.0,5.0,5.0
CIRRHOSIS;HYPOXIA,1.0,4.0,4.0
CIRRHOSIS;JAUNDICE,5.0,23.0,10.4
CIRRHOSIS;LIVER FAILURE,5.0,48.0,47.8
CIRRHOSIS;LIVER TRANSPLANT EVALUATION,2.0,51.0,32.5
CIRRHOSIS;LOWER EXTREMITY DYSPNEA;EDEMA,1.0,22.0,22.0
CIRRHOSIS;MENTAL STATUS CHANGES;ETOH WITHDRAWAL,1.0,43.0,43.0
CIRRHOSIS;NEW ASCITES,1.0,26.0,26.0
CIRRHOSIS;PANCREATITIS,1.0,15.0,15.0
CIRRHOSIS;PLEURAL EFFUSION,1.0,12.0,12.0
CIRRHOSIS;PORTAL HYPERTENSION;ESOPHAGEAL VARICES,2.0,1.0,11.0
CIRRHOSIS;R/O FOR TIPS,1.0,2.0,2.0
CIRRHOSIS;RENAL FAILURE,2.0,55.0,37.5
CIRRHOSIS;S/P CARDIAC ARREST,1.0,7.0,7.0
CIRRHOSIS;SEPSIS,1.0,2.0,2.0
CIRRHOSIS;TYLENOL TOXICITY,3.0,6.0,12.666666666666666
CIRRHOSIS;VARICEAL BLEED,1.0,4.0,4.0
CIRRHOSIS;VOMITING,4.0,20.0,31.5
CIRRHOSIS\REDO-TIPS  ** REMOTE WEST **/SDA,2.0,16.0,8.5
CIRRHOSIS\TRANSJUGULAR INTRAHEPATIC PORTACAVAL SHUNT,1.0,6.0,6.0
CITALOPRAM OVERDOSE,1.0,2.0,2.0
CJR EXACERBATION & HIP DISLOCATION,1.0,12.0,12.0
CLAUDICATION,3.0,12.6,16.949999999999996
CLAUDICATION /SDA,2.0,4.5,6.75
CLAUDICATION BILATERAL LOWER EXTREMITY/SDA,2.0,12.0,8.5
CLAUDICATION LEFT ,2.0,1.0,3.0
CLAUDICATION LEFT LEG/SDA,2.0,6.5,7.5
CLAUDICATION RIGHT,3.0,1.0,5.0
CLAUDICATION RIGHT LOWER EXTREMITY/SDA,2.0,8.5,7.0
CLAUDICATION RIGHT/SDA,2.0,5.5,8.166666666666666
CLAUDICATION/SDA,1.6521739130434783,10.434782608695652,10.508281573498966
CLAUDICATION; PERIPHERAL VASCULAR DISEASE\RIGHT LOWER EXTREMITY ANGIOGRAM,1.0,0.0,0.0
CLAUDICATION;ELEVATED CREATININE;RENAL FAILURE,1.0,17.0,17.0
CLAUDICATION;IV HYDRATION,2.0,16.0,12.0
CLAUDICATION\AA RUNOFFS,10.0,21.0,6.0
CLAUDICATION\BILATERAL ANGIOGRAM WITH RUN-OFFS,1.0,6.0,6.0
CLAUDICATION\BILATERAL LOWER EXTREMITY ANGIOGRAM,3.0,2.0,9.666666666666666
CLAUDICATION\L LEG ANGIO ? SFA STENT,1.0,2.0,2.0
CLAUDICATION\LEFT LOWER EXTREMITH ANGIO,4.0,1.0,3.5
CLAUDICATION\LEFT LOWER EXTREMITY ANGIOGRAM,1.5,6.0,3.3333333333333335
CLAUDICATION\LEFT LOWER EXTREMITY ANGIOGRAM WITH RUN-OFFS,3.0,2.0,4.666666666666667
CLAUDICATION\LEFT LOWER EXTREMITY ANGIOPLASTY/STENT,1.0,2.0,2.0
CLAUDICATION\R ILIAC ANGIO WITH SWAN GANZ,2.0,3.0,6.0
CLAUDICATION\RIGHT LOWER EXTREMITY ANGIOGRAPHY,1.0,4.0,4.0
CLAUDICATOIN\CATH,1.0,6.0,6.0
CLEANSER INGESTION-RESPIRATORY DISTRESS,2.0,2.0,1.0
CLIVAL MASS/SDA,1.0,1.0,1.0
CLL,1.0,3.0,3.0
CLL;C-DIFF;FTT,2.0,5.0,12.0
CLL;GASTROINTESTINAL BLEED,2.0,5.0,11.5
CLOGGED DOBOFF,1.0,55.0,55.0
CLOGGED G-TUBE,2.0,8.0,6.0
CLONIDINE INGESTION,1.0,1.0,1.0
CLONIDINE OVERDOSE,1.0,3.0,3.0
CLONUS,1.0,3.0,3.0
CLOSE HEAD INJURY,1.0,3.0,3.0
CLOSE LOOP OBSTRUCTON,1.0,6.0,6.0
CLOSED HEAD INJURY,1.1,8.0,7.85
"CLOSED HEAD INJURY,S/P FALL",1.0,0.0,0.0
CLOSED HEAD INJURY-S/P FALL,1.0,3.0,3.0
CLOSED HEAD INJURY;LEFT FOOT FRACTURE,2.0,48.0,28.5
CLOSED LOOP OBSTRUCTION,1.0,81.0,81.0
CLOSED REDUCTION OF SHOULDER,1.0,25.0,25.0
CLOSTRIDIA NECROSIS,1.0,-1.0,-1.0
CLOSTRIDIUM DIFFICILE,3.0,4.0,6.142857142857143
CLOSTRIDIUM DIFFICILE COLITIS,1.0,23.0,23.0
CLOSTRIDUIUM DIFFICILE COLITIS,1.0,15.0,15.0
CLOSTRIDUM DIFFICILE COLITIS;FEVER,1.0,5.0,5.0
CLOSURE OF OPENED WOUND/SDA,1.0,3.0,3.0
CLOT,1.0,45.0,45.0
CLOTACATION/SDA,2.0,2.0,4.5
CLOTTED AV FISTULA,11.0,25.0,10.545454545454545
CLOTTED AV GRAFT,6.0,1.3333333333333333,11.360317460317459
CLOTTED AV GRAFT LEFT/SDA,10.0,8.0,8.2
CLOTTED AVG,4.0,14.0,5.5
"CLOTTED DIALYSIS ACCESS;OPEN WOUND,RIGHT ARM",14.0,5.0,12.5
CLOTTED DIALYSIS FISTULA;GASTROINTESTINAL BLEED;LIVER FAILURE,1.0,2.0,2.0
CLOTTED DIALYSIS GRAFT,5.0,9.0,7.6
CLOTTED FISTULA;S/P EMBOLIZATION,1.0,1.0,1.0
CLOTTED GRAFT,2.0,27.0,17.5
CLOTTED ILEO FEMORAL GRAFT,1.0,12.0,12.0
CLOTTED IV FISTULA,1.0,2.0,2.0
"CLOTTED LEFT AV FISTULA, CRF",3.0,1.0,6.666666666666667
CLOTTED LEFT AV GRAFT/CRF,10.0,1.0,7.1
"CLOTTED LEFT FOREARM AV LOOP GRAFT\AV GRAFT; THROMBECTOMY, LEFT FOREARM LOOP GRAFT",2.0,6.0,5.0
CLOTTED LEFT UPPER ARM AV GRAFT/SDA,4.0,5.0,3.0
CLOTTED PERMA CATH;CRF;FAILURE TO THRIVE,1.0,8.0,8.0
CLOTTED RIGHT UPPER EXTREMITY AV FISTULA,2.0,0.0,5.5
CLOTTED SVC,2.0,9.0,14.0
CLOTTED TIPS,2.0,19.0,20.5
"CML,FEVER",2.0,23.0,23.5
"CMML,GOUT,DEHYDRATION",1.0,12.0,12.0
CN 111 PALSY,1.0,8.0,8.0
CNS INFECTION,1.0,8.0,8.0
CNS MASS,2.5,7.0,8.833333333333334
CO2 NARCOSIS,4.5,2.0,3.3333333333333335
CO2 RETENTION,2.0,1.0,3.5
COAGULATION MANAGEMENT,2.0,17.0,17.0
COAGULOPATHIC,2.0,15.0,13.0
COAGULOPATHY,1.5,2.5,5.5
COARCTATION OF THE AORTA\ RESECTION AORTIC COARCTATION & DUCTAL DIVERTICULUM; *LATEX ALLERGY*,1.0,5.0,5.0
COCAINE INGESTION,1.0,1.0,1.0
COCAINE INTOXICATION,1.0,1.0,1.0
COCAINE OD,1.0,4.0,4.0
COCAINE OVERDOSE,1.0,13.666666666666666,13.666666666666666
CODE SEPISI,2.0,16.0,13.5
CODE SPESIS,1.0,17.0,17.0
CODE STEMI,1.0,6.0,6.0
CODE STROKE,1.0,10.0,10.0
COFFEE GROUND EMESIS,1.0,21.0,21.0
COGIATED DELIRUM,1.0,5.0,5.0
COIL ABDOMINAL ANEURYSM/SDA,2.0,2.0,10.5
COILING,1.0,3.0,3.0
COLANGITIS,5.0,23.0,33.8
COLCHICIME OD,1.0,1.0,1.0
COLD DISTAL FOOT,3.0,3.0,7.333333333333333
COLD FOOT,3.5,6.0,6.083333333333333
COLD ISCHEMIC LEG,2.0,9.0,9.0
COLD LEFT FOOT,1.0,13.0,13.0
COLD LEG,1.0,9.5,9.5
"COLD R FOOT, ? AORTIC DISSECTION",1.0,10.0,10.0
COLD RIGHT LEG,2.0,8.0,5.5
COLECTOMY LEAK,1.0,5.0,5.0
COLITIS,1.875,15.55,14.652499999999998
COLITIS FLARE,2.0,13.0,8.5
COLITIS FLARE; RENAL FAILURE,1.0,20.0,20.0
COLITIS WITH ANEMIA,1.0,4.0,4.0
COLITIS-GASTROENTERITIS,1.0,8.0,8.0
COLITIS-URINARY TRACT INFECTION,1.0,1.0,1.0
COLITIS/PNA,2.0,6.0,5.0
COLITIS/SDA,1.0,14.0,14.0
COLITIS;BILE LEAK,1.0,6.0,6.0
COLITIS;CONSTIPATION,1.0,4.0,4.0
COLITIS;DEHYDRATION,1.0,7.0,7.0
COLITIS;INFECTION,3.0,3.0,4.666666666666667
COLITIS;SEPSIS,1.0,4.0,4.0
COLLID CYST/SDA,1.0,4.0,4.0
COLLOID CYST RIGHT/SDA,1.0,2.0,2.0
COLLOID CYST/SDA,1.0,7.0,7.0
COLO RECTAL CA;LIVER METS/SDA,1.0,28.0,28.0
COLO-URETERAL FISTULA/SDA,1.0,8.0,8.0
COLO-VAGINAL FISTULA,1.0,7.0,7.0
COLO-VESICAL FISTULA S/P MYOCARDIAL INFARCTION,2.0,17.0,12.5
COLOCUTANEOUS FISTULA,2.0,8.0,7.0
COLOCUTANEOUS FISTULA/SDA,1.0,29.0,29.0
COLON CA,2.0,17.75,13.666666666666666
COLON CA IDDM,4.0,14.0,13.75
COLON CA OF CECUM/SDA,3.0,12.0,10.666666666666666
COLON CA/SDA,1.2857142857142858,16.928571428571427,16.785714285714285
COLON CANCER,1.4285714285714286,12.571428571428571,13.261904761904761
COLON CANCER W/ METASTASIS LIVER/SDA,1.0,5.0,5.0
COLON CANCER/SDA,1.6923076923076923,12.692307692307692,12.371794871794872
COLON CANCER;ARTERIAL CLOT,1.0,1.0,1.0
COLON CANCER;BOWEL OBSTRUCTION,3.0,10.0,17.0
COLON CANCER;SEPTIC,1.0,7.0,7.0
COLON CANCER\CHEMOTHERAPY,1.0,22.0,22.0
COLON CARCINOMA/SDA,2.0,14.0,9.75
COLON MASS,1.3333333333333333,8.666666666666666,7.0
COLON MASS/SDA,1.0,4.0,4.0
COLON NEOPLASM/SDA,1.0,8.0,8.0
COLON PERF,1.0,7.0,7.0
COLON POLYP,4.0,9.0,15.0
COLON POLYP/SDA,1.0,5.0,5.0
COLON POLYP;BLEEDING/SDA,1.0,5.0,5.0
COLON POLYPS\COLONOSCOPY  **REMOTE EAST**,1.0,12.0,12.0
COLON TUMOR BENIGN/SDA,1.3333333333333333,9.0,6.666666666666667
"COLON TUMOR, BENIGN/SDA",2.0,10.0,7.5
COLON TUMOR/SDA,1.0,15.0,15.0
COLONGIC STRICTURE,1.0,9.0,9.0
COLONIC DISTENTION,1.0,9.0,9.0
COLONIC FISTULA/SDA,2.0,8.0,36.0
COLONIC INERTIA,3.0,43.0,20.333333333333332
COLONIC INERTIA /SDA,1.0,9.0,9.0
COLONIC MASS,1.0,6.5,6.5
COLONIC MASS/SDA,1.5,5.5,5.75
COLONIC OBSTRUCTION,3.0,6.0,10.666666666666666
COLONIC PERFORATION,1.0,32.333333333333336,32.333333333333336
COLONIC POLYPS/SDA,3.0,14.0,10.333333333333334
COLOSTOMY PROLAPSE; RECTAL STRICTURE/SDA,1.0,17.0,17.0
COMGESTIVE HEART FAILURE,7.5,31.0,11.899999999999999
COMM ACQUIRED VS ASPIRATION PNEUMONIA,3.0,18.0,9.666666666666666
COMMON BILE DUCT DILATION,1.0,5.0,5.0
COMMON BILE DUCT OBSTRUCTION;PNEUMONIA,1.0,3.0,3.0
COMMON BILE DUCT STONE,1.0,9.2,9.2
COMMON BILE DUCT STONE;CHOLANGITIS,1.0,7.0,7.0
COMMON BILE DUCT STONE;ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY,2.0,0.0,6.5
COMMON BILE DUCT STONE;ERCP;METHEMOGLOBIN ANEMIA\ERCP,1.0,3.0,3.0
COMMON BILE DUCT STONE;GASTRIC PERFORATION,1.0,6.0,6.0
COMMON BILE DUCT STONE;STONE EXTRACTION;SPHINCTEROTOMY,1.0,4.0,4.0
COMMON BILE DUCT STONES,1.5,5.25,5.083333333333333
COMMON BILE DUCT STONES;RESPIRATORY DISTRESS\ERCP  ** REMOTE EAST ** STONEMAN 1,3.0,3.0,9.666666666666666
COMMON BILE DUCT STONE\ERCP,1.0,0.0,0.0
COMMON BILE DUCT STONE\ERCP ,2.0,24.0,25.0
COMMON BILE DUCT STONE\ERCP //DUODENAL MASS W\OBSTRUCTIVE JAUNDICE,1.0,10.0,10.0
COMMON BILE DUCT STRICTURE,1.0,18.0,18.0
COMMON BILE STRICTURE/SDA,1.0,29.0,29.0
COMPARTMENT SYNDROME,1.3333333333333333,14.0,13.666666666666666
COMPARTMENT SYNDROME OF THE ABDOMEN;INCARCERATED PARASTOMAL HERNIA,1.0,3.0,3.0
COMPLATE HEART BLOCK;SEPSIS;TRICUSPID VEGETETION\EPICARDIAL PACEMAKER IMPLANT,1.0,7.0,7.0
COMPLETE HEART BLOCK,1.6896551724137931,4.568965517241379,5.1006631299734755
COMPLETE HEART BLOCK; ACS,1.0,5.0,5.0
COMPLETE HEART BLOCK; SYNCOPE\PACEMAKER IMPLANT,1.0,3.0,3.0
COMPLETE HEART BLOCK;CORONARY ARTERY DISEASE;RENAL DISEASE,2.0,12.0,14.5
COMPLETE HEART BLOCK;EPIGASTRIC PAIN\CARDIAC CATH;PACEMAKER IMPLANT,1.0,6.0,6.0
COMPLETE HEART BLOCK;LYME CARDITIS,4.0,4.0,3.5
COMPLETE HEART BLOCK;MALFUNCTIONING PACEMAKER,2.0,1.0,2.0
COMPLETE HEART BLOCK;SYNCOPE,4.0,6.0,19.25
COMPLETE HEART BLOCK;TEMPORARY PACER WIRE\PACEMAKER IMPLANT,1.0,3.0,3.0
COMPLETE HEART BLOCK\PACEMAKER,1.0,1.0,1.0
COMPLETE HEART BLOCK\PACEMAKER IMPLANT,1.0,4.0,4.0
COMPLETE LEFT PLEURAL EFFUSION,4.0,2.0,8.5
COMPLETE MAINSTEM OBSTRUCTION,1.0,4.0,4.0
COMPLETED ABDOMINAL FISTULA/SDA,3.0,8.0,12.666666666666666
COMPLICATED DIVERTICULITIS/SDA,1.0,8.0,8.0
COMPLICATED FINGER WOUND LEFT HAND/SDA,1.0,4.0,4.0
COMPLICATED LABOR,1.0,8.0,8.0
COMPLICATED RIGHT HAND WOUND/SDA,2.0,5.0,6.5
COMPLICATION FEMUR HARDWARE,4.0,5.0,22.25
COMPLICATION OF DEVICE/SDA,1.0,9.0,9.0
COMPOUND FRACTURE;URINARY TRACT INFECTION,6.0,11.0,9.666666666666666
COMPRESSION FRACTURE,1.0,19.5,19.5
COMPRESSION FRACTURE/SDA,3.0,0.0,5.666666666666667
COMPRESSION FX,1.0,10.0,10.0
COMPRESS\ VERTEBROPLASTY; (WEST CC5)/SDA,1.0,7.0,7.0
CONCUSSION,1.0,7.0,7.0
"CONFUDION, TEMPORAL MASS/STROKE",1.0,7.0,7.0
CONFUSION,2.5,12.333333333333334,11.516666666666666
CONFUSION-HYPOGLYCEMIA,3.0,45.0,20.0
CONFUSION;LOW OXYGEN,2.0,10.0,10.0
CONFUSION;MYXEDEMA COMA,1.0,3.0,3.0
CONFUSION;WEAKNESS,1.0,8.0,8.0
CONGENITAL HEART DEFECT\AORTIC VALVE REPLACEMENT,1.0,3.0,3.0
CONGENITAL HEART DESEASE\ DOUBLE CHAMBER RIGHT VENTRICULAR ; RESECTION W/VSD CLOSURE/SDA,1.0,7.0,7.0
CONGENITAL HEART DISEASE\CORONARY ARTERY BYPASS GRAFT; RIGHT VENTRICULAR ANEURYSM; BI-ATRIAL MAZE PROCEDURE,1.0,2.0,2.0
CONGESTIVE,10.0,10.0,9.6
CONGESTIVE HEART DISEASE,3.0,5.0,7.0
"CONGESTIVE HEART FAILUE, PNEUMONIA",10.0,17.0,8.1
CONGESTIVE HEART FAILURE,3.019396551724138,9.841594827586206,9.598919463116871
CONGESTIVE HEART FAILURE ,4.0,5.0,6.0
CONGESTIVE HEART FAILURE EXACERBATION,4.75,13.166666666666666,11.424342105263158
CONGESTIVE HEART FAILURE EXACERBATION-R/O MI,2.0,24.0,12.5
CONGESTIVE HEART FAILURE EXACERBATION;ACUTE CORONARY SYNDROME,1.0,13.0,13.0
CONGESTIVE HEART FAILURE EXACERBATION;PNEUMONIA,2.0,5.0,8.0
CONGESTIVE HEART FAILURE \ELECTROPHYSIOLOGY STUDY,1.0,6.0,6.0
"CONGESTIVE HEART FAILURE, A-FIB",1.0,17.0,17.0
"CONGESTIVE HEART FAILURE,ACUTE RENAL FAILOURE",1.0,11.0,11.0
"CONGESTIVE HEART FAILURE,AFLUTTER",1.0,7.0,7.0
"CONGESTIVE HEART FAILURE,AORTIC STENOSIS",1.0,11.0,11.0
"CONGESTIVE HEART FAILURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE",1.5,3.5,3.25
"CONGESTIVE HEART FAILURE,COPD",2.0,6.0,6.0
"CONGESTIVE HEART FAILURE,COPD FLARE",1.0,17.0,17.0
"CONGESTIVE HEART FAILURE,CORONARY ARTERY DISEASE",1.0,6.0,6.0
"CONGESTIVE HEART FAILURE,ENDOCARDITIS",1.0,10.0,10.0
"CONGESTIVE HEART FAILURE,HYPERTENSION,HYPOGLYCEMIA",1.0,0.0,0.0
"CONGESTIVE HEART FAILURE,MITRAL CORD TEAR",1.0,11.0,11.0
"CONGESTIVE HEART FAILURE,R/O MI",1.0,2.0,2.0
"CONGESTIVE HEART FAILURE,RENAL FAILURE,ACIDOSIS",1.0,64.0,64.0
"CONGESTIVE HEART FAILURE,REPIRATORY FAILURE",2.0,5.0,5.0
"CONGESTIVE HEART FAILURE,SEPSIS",3.0,7.0,35.666666666666664
"CONGESTIVE HEART FAILURE,SHORTNESS OF BREATH",1.0,16.0,16.0
"CONGESTIVE HEART FAILURE,UNSTABLE ANGINA",1.0,7.0,7.0
CONGESTIVE HEART FAILURE-ACUTE PULMONARY EDEMA,1.0,5.0,5.0
CONGESTIVE HEART FAILURE-AML,1.0,0.0,0.0
CONGESTIVE HEART FAILURE-ATRIAL FIBRILLATION,1.0,6.0,6.0
CONGESTIVE HEART FAILURE-COPD,1.0,5.0,5.0
CONGESTIVE HEART FAILURE-END STAGE RENAL DISEASE,1.0,4.0,4.0
CONGESTIVE HEART FAILURE-PNEUMONIA,3.5,10.5,9.166666666666668
CONGESTIVE HEART FAILURE-R/O MYOCARDIAL INFARCTION,4.5,10.0,15.65
CONGESTIVE HEART FAILURE-RENAL FAILURE,1.5,7.0,5.5
CONGESTIVE HEART FAILURE-RESPIRATORY FAILURE,1.0,3.0,3.0
CONGESTIVE HEART FAILURE-SEPSIS,2.0,3.0,6.0
CONGESTIVE HEART FAILURE-SUBDURAL HEMATOMA,1.0,6.0,6.0
CONGESTIVE HEART FAILURE-SYNCOPE,1.0,15.0,15.0
CONGESTIVE HEART FAILURE/FOOT INFECTION,2.0,6.0,18.5
CONGESTIVE HEART FAILURE/MITRAL REGURGITATION,1.0,9.0,9.0
CONGESTIVE HEART FAILURE/PNEUMONIA,5.0,15.0,9.8
CONGESTIVE HEART FAILURE/S/P MI AT RISK/DYSPNEA\BIVENTRICULAR INTRACARDIAC DEVICE IMPLANT,8.0,13.0,9.625
CONGESTIVE HEART FAILURE/SDA,3.0,8.0,5.666666666666667
CONGESTIVE HEART FAILURE/URINARY TRACT INFECTION,2.0,5.0,4.0
CONGESTIVE HEART FAILURE/V TACH,5.0,8.0,15.0
CONGESTIVE HEART FAILURE;,5.0,16.0,15.0
CONGESTIVE HEART FAILURE; AORTIC STENOSIS,1.0,10.666666666666666,10.666666666666666
CONGESTIVE HEART FAILURE; AORTIC STENOSIS\COREVALVE; AORTIC VALVE REPLACEMENT,2.0,12.0,9.5
CONGESTIVE HEART FAILURE; ATRIAL FIBRILLATION; S/P CVA\BIVENTRICULAR ICD IMPLANTATION/SDA,1.0,2.0,2.0
CONGESTIVE HEART FAILURE; ATRIAL FLUTTER/FIBRILLATION; LEFT BUNDLE BRANCH BLOCK\ATRIAL FLUTTER ABLATION + BIVENTRICULAR ICD IMPLANTATION,1.0,9.0,9.0
CONGESTIVE HEART FAILURE; CARDIOMYOPATHY\ICD IMPLANTATION +/- BIVENTRICULAR,1.0,2.0,2.0
CONGESTIVE HEART FAILURE; DM; CRF\COMPLETE HEART CATH,1.0,24.0,24.0
CONGESTIVE HEART FAILURE; EKG CHANGES,1.0,18.0,18.0
CONGESTIVE HEART FAILURE; HYPERCARBIC RESP FAILURE,1.0,12.0,12.0
CONGESTIVE HEART FAILURE; NEW LEFT BUNDLE BRANCH BLOCK,1.0,5.0,5.0
CONGESTIVE HEART FAILURE; NON ST ELEVATION MYOCARDIAL INFARCTION\RIGHT AND LEFT HEART CATHETERIZATION,1.0,13.0,13.0
CONGESTIVE HEART FAILURE; NSTEMI,3.0,4.0,5.333333333333333
CONGESTIVE HEART FAILURE; R/O MI,4.0,9.0,12.75
CONGESTIVE HEART FAILURE; RENAL FAILURE,1.3333333333333333,20.333333333333332,20.0
CONGESTIVE HEART FAILURE; SHORTNESS OF BREATH,1.0,8.0,8.0
CONGESTIVE HEART FAILURE; SUDDEN CARDIAC DEATH RISK; CAD\ICD IMPLANTATION +/- BIVENTRICULAR,1.0,7.0,7.0
CONGESTIVE HEART FAILURE; SYNCOPE AND LEG WOUND ULCER,2.0,9.0,8.0
